"種類","価格情報区分","市区町村コード","都道府県名","市区町村名","地区名","最寄駅：名称","最寄駅：距離（分）","取引価格（総額）","間取り","面積（㎡）","建築年","建物の構造","用途","今後の利用目的","都市計画","建ぺい率（％）","容積率（％）","取引時期","改装","取引の事情等"
"中古マンション等","成約価格情報","13102","東京都","中央区","勝どき","勝どき",2,26000000,"１ＬＤＫ",35,"1971年","ＳＲＣ","","","商業","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","勝どき","勝どき",2,250000000,"３ＬＤＫ",75,"2023年","ＲＣ","","","２種住居","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","勝どき","勝どき",2,160000000,"２ＬＤＫ",60,"2023年","ＲＣ","","","２種住居","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","勝どき","勝どき",2,180000000,"２ＬＤＫ",60,"2023年","ＲＣ","","","２種住居","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","勝どき","勝どき",6,170000000,"３ＬＤＫ",75,"2016年","ＲＣ","","","商業","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","勝どき","勝どき",10,130000000,"３ＬＤＫ",85,"2000年","ＲＣ","","","準工業","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","勝どき","勝どき",2,470000000,"１ＬＤＫ",115,"2023年","ＲＣ","","","２種住居","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","勝どき","勝どき",1,210000000,"２ＬＤＫ",70,"2023年","ＲＣ","","","商業","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","勝どき","勝どき",6,250000000,"３ＬＤＫ",100,"2016年","ＲＣ","","","商業","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","勝どき","勝どき",2,220000000,"２ＬＤＫ",75,"2023年","ＲＣ","","","２種住居","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","勝どき","勝どき",3,60000000,"２ＬＤＫ",50,"1975年","ＳＲＣ","","","商業","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","勝どき","勝どき",3,91000000,"３ＬＤＫ",70,"2001年","ＲＣ","","","２種住居","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","勝どき","勝どき",7,110000000,"３ＬＤＫ",70,"2007年","ＲＣ","","","商業","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","勝どき","勝どき",1,210000000,"３ＬＤＫ",70,"2023年","ＲＣ","","","２中住専","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","勝どき","勝どき",7,150000000,"２ＬＤＫ",70,"2016年","","","","１種住居","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","勝どき","勝どき",8,180000000,"２ＬＤＫ",70,"2016年","ＲＣ","","","商業","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","勝どき","勝どき",5,98000000,"１ＬＤＫ",60,"2008年","ＲＣ","","","商業","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","勝どき","勝どき",7,240000000,"３ＬＤＫ",95,"2008年","ＲＣ","","","商業","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","勝どき","勝どき",6,170000000,"２ＬＤＫ",70,"2016年","ＲＣ","","","１種住居","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","勝どき","勝どき",2,230000000,"２ＬＤＫ",80,"2023年","ＲＣ","","","２種住居","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","勝どき","勝どき",7,150000000,"３ＬＤＫ",80,"2016年","ＲＣ","","","１種住居","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","勝どき","勝どき",7,150000000,"３ＬＤＫ",75,"2016年","ＲＣ","","","商業","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","勝どき","勝どき",9,55000000,"１ＬＤＫ",35,"2021年","ＲＣ","","","準工業","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","勝どき","勝どき",10,93000000,"２ＬＤＫ",65,"2000年","ＲＣ","","","準工業","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","勝どき","勝どき",1,130000000,"１ＬＤＫ",50,"2023年","ＲＣ","","","商業","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","勝どき","勝どき",7,130000000,"２ＬＤＫ",60,"2016年","ＲＣ","","","商業","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","勝どき","勝どき",7,180000000,"３ＬＤＫ",80,"2016年","ＲＣ","","","商業","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","勝どき","勝どき",7,210000000,"３ＬＤＫ",90,"2016年","ＲＣ","","","商業","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","勝どき","勝どき",7,200000000,"２ＬＤＫ",75,"2016年","ＲＣ","","","１種住居","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","勝どき","勝どき",2,880000000,"３ＬＤＫ",160,"2023年","ＳＲＣ","","","２種住居","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","勝どき","勝どき",1,230000000,"２ＬＤＫ",70,"2023年","ＲＣ","","","商業","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","勝どき","勝どき",7,130000000,"２ＬＤＫ",55,"2016年","ＲＣ","","","商業","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","勝どき","勝どき",10,90000000,"２ＬＤＫ",65,"2000年","ＲＣ","","","準工業","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","勝どき","勝どき",1,330000000,"３ＬＤＫ",100,"2010年","ＲＣ","","","商業","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","勝どき","勝どき",2,260000000,"３ＬＤＫ",80,"2023年","ＲＣ","","","２種住居","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","日本橋箱崎町","水天宮前",3,90000000,"２ＬＤＫ",60,"2000年","ＲＣ","","","商業","","","2025年第2四半期","改装済み",""
"中古マンション等","成約価格情報","13102","東京都","中央区","日本橋箱崎町","水天宮前",5,25000000,"１Ｋ",25,"2005年","ＳＲＣ","","","商業","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","日本橋箱崎町","水天宮前",2,16000000,"１Ｒ",20,"1985年","ＳＲＣ","","","商業","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","日本橋箱崎町","水天宮前",3,51000000,"１ＬＤＫ",40,"2012年","ＳＲＣ","","","商業","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","日本橋箱崎町","水天宮前",3,24000000,"１Ｒ",25,"2005年","ＳＲＣ","","","商業","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","日本橋本町","新日本橋",1,28000000,"１Ｋ",25,"2004年","ＲＣ","","","商業","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","日本橋本町","新日本橋",3,160000000,"２ＬＤＫ",60,"2022年","ＲＣ","","","商業","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","日本橋本町","小伝馬町",3,160000000,"２ＬＤＫ",60,"2022年","ＲＣ","","","商業","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","日本橋本町","小伝馬町",3,160000000,"２ＬＤＫ",60,"2022年","ＲＣ","","","商業","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","日本橋本町","新日本橋",2,81000000,"１ＬＤＫ",55,"2004年","ＲＣ","","","商業","","","2025年第2四半期","改装済み",""
"中古マンション等","成約価格情報","13102","東京都","中央区","明石町","新富町(東京)",3,110000000,"２ＬＤＫ",60,"2014年","ＲＣ","","","２種住居","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","明石町","新富町(東京)",2,36000000,"３ＬＤＫ",55,"1971年","ＳＲＣ","","","２種住居","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","明石町","新富町(東京)",7,120000000,"３ＬＤＫ",80,"1998年","ＳＲＣ","","","２種住居","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","明石町","新富町(東京)",6,170000000,"２ＬＤＫ",75,"2017年","ＲＣ","","","２種住居","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","明石町","築地",7,70000000,"１ＬＤＫ＋Ｓ",65,"1976年","ＳＲＣ","","","商業","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","明石町","新富町(東京)",2,50000000,"１ＬＤＫ",40,"1984年","ＳＲＣ","","","２種住居","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","明石町","築地",8,85000000,"２ＬＤＫ",55,"2005年","ＲＣ","","","商業","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","明石町","新富町(東京)",2,170000000,"２ＬＤＫ",75,"2018年","ＲＣ","","","２種住居","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","明石町","新富町(東京)",2,160000000,"３ＬＤＫ",80,"2018年","ＲＣ","","","２種住居","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","入船","八丁堀(東京)",4,37000000,"１Ｋ",25,"2022年","ＲＣ","","","商業","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","入船","八丁堀(東京)",3,18000000,"１Ｒ",20,"1982年","ＳＲＣ","","","商業","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","入船","八丁堀(東京)",4,25000000,"１Ｋ",20,"2000年","ＳＲＣ","","","商業","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","銀座","東銀座",3,55000000,"１ＤＫ",30,"2012年","ＲＣ","","","商業","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","銀座","銀座一丁目",5,79000000,"１ＬＤＫ",85,"2003年","ＲＣ","","","商業","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","銀座","銀座一丁目",4,110000000,"２ＬＤＫ",90,"2003年","ＲＣ","","","商業","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","銀座","銀座一丁目",3,180000000,"１ＬＤＫ＋Ｓ",60,"2006年","ＲＣ","","","商業","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","銀座","銀座一丁目",4,30000000,"１Ｋ",20,"2003年","ＳＲＣ","","","商業","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","銀座","築地市場",3,18000000,"１Ｒ",20,"1979年","ＲＣ","","","商業","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","銀座","銀座一丁目",4,30000000,"１Ｋ",25,"2001年","ＳＲＣ","","","商業","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","銀座","新富町(東京)",4,68000000,"１ＬＤＫ",60,"2003年","ＲＣ","","","商業","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","豊海町","勝どき",10,120000000,"２ＬＤＫ",60,"2026年","ＲＣ","","","準工業","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","豊海町","勝どき",10,300000000,"３ＬＤＫ",95,"2026年","ＲＣ","","","準工業","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","日本橋大伝馬町","小伝馬町",3,78000000,"１ＬＤＫ＋Ｓ",55,"2002年","ＳＲＣ","","","商業","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","日本橋大伝馬町","馬喰町",3,120000000,"２ＬＤＫ",60,"2018年","ＲＣ","","","商業","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","日本橋大伝馬町","小伝馬町",3,120000000,"２ＬＤＫ",80,"2004年","ＳＲＣ","","","商業","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","日本橋大伝馬町","小伝馬町",3,24000000,"１Ｒ",25,"2004年","ＲＣ","","","商業","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","日本橋富沢町","人形町",2,120000000,"２ＬＤＫ",60,"2016年","ＲＣ","","","商業","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","日本橋横山町","馬喰町",1,27000000,"１Ｒ",35,"1981年","ＳＲＣ","","","商業","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","日本橋横山町","馬喰町",1,67000000,"１ＬＤＫ",45,"2017年","ＲＣ","","","商業","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","日本橋横山町","馬喰横山",2,43000000,"１ＬＤＫ",45,"1981年","ＲＣ","","","商業","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","日本橋横山町","馬喰町",1,59000000,"１ＬＤＫ＋Ｓ",40,"2017年","ＲＣ","","","商業","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","日本橋横山町","馬喰町",1,62000000,"１ＬＤＫ",45,"2017年","ＲＣ","","","商業","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","東日本橋","東日本橋",2,18000000,"１Ｋ",20,"1997年","ＲＣ","","","商業","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","東日本橋","東日本橋",4,57000000,"１ＬＤＫ",45,"2005年","ＲＣ","","","商業","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","東日本橋","馬喰横山",2,29000000,"１Ｒ",25,"2003年","ＳＲＣ","","","商業","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","東日本橋","東日本橋",2,92000000,"２ＬＤＫ",60,"2003年","ＳＲＣ","","","商業","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","東日本橋","浜町",5,160000000,"３ＬＤＫ",80,"2016年","ＲＣ","","","商業","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","東日本橋","東日本橋",3,16000000,"１Ｋ",25,"1997年","ＲＣ","","","商業","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","東日本橋","東日本橋",1,110000000,"１ＬＤＫ＋Ｓ",65,"2017年","ＲＣ","","","商業","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","東日本橋","東日本橋",2,99000000,"２ＬＤＫ",60,"2005年","ＳＲＣ","","","商業","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","東日本橋","馬喰町",3,23000000,"１Ｋ",20,"2004年","ＳＲＣ","","","商業","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","東日本橋","東日本橋",1,120000000,"２ＬＤＫ",65,"2018年","ＲＣ","","","商業","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","湊","八丁堀(東京)",5,170000000,"３ＬＤＫ",75,"2019年","ＲＣ","","","商業","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","湊","八丁堀(東京)",6,140000000,"２ＬＤＫ",60,"2019年","ＲＣ","","","商業","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","湊","八丁堀(東京)",5,160000000,"２ＬＤＫ",75,"2019年","ＲＣ","","","商業","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","湊","新富町(東京)",6,88000000,"２ＬＤＫ",55,"2011年","ＲＣ","","","商業","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","湊","八丁堀(東京)",5,140000000,"２ＬＤＫ",60,"2019年","ＲＣ","","","商業","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","湊","新富町(東京)",6,85000000,"２ＬＤＫ",60,"2005年","ＲＣ","","","商業","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","湊","八丁堀(東京)",5,170000000,"２ＬＤＫ",75,"2019年","ＲＣ","","","商業","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","湊","八丁堀(東京)",3,69000000,"２ＬＤＫ",70,"1980年","ＲＣ","","","商業","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","湊","新富町(東京)",3,55000000,"１ＬＤＫ",45,"2014年","ＲＣ","","","商業","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","湊","八丁堀(東京)",5,170000000,"２ＬＤＫ",75,"2019年","ＲＣ","","","商業","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","湊","新富町(東京)",5,120000000,"３ＬＤＫ",65,"2016年","ＲＣ","","","商業","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","湊","新富町(東京)",6,120000000,"３ＬＤＫ",70,"2015年","ＲＣ","","","商業","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","湊","新富町(東京)",5,110000000,"２ＬＤＫ",60,"2015年","ＲＣ","","","商業","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","湊","八丁堀(東京)",5,190000000,"３ＬＤＫ",80,"2019年","ＲＣ","","","商業","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","湊","八丁堀(東京)",5,70000000,"１ＬＤＫ",35,"2019年","ＲＣ","","","商業","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","湊","八丁堀(東京)",5,70000000,"１ＤＫ",35,"2019年","ＲＣ","","","商業","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","湊","八丁堀(東京)",7,270000000,"３ＬＤＫ",85,"2019年","ＲＣ","","","商業","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","明石町","新富町(東京)",6,78000000,"１ＬＤＫ",40,"2017年","ＲＣ","","","２種住居","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","明石町","新富町(東京)",2,50000000,"１ＬＤＫ",40,"1984年","ＲＣ","","","２種住居","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","明石町","新富町(東京)",3,170000000,"３ＬＤＫ",75,"2014年","ＲＣ","","","２種住居","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","入船","新富町(東京)",3,55000000,"１ＬＤＫ",45,"2006年","ＲＣ","","","商業","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","入船","新富町(東京)",3,150000000,"３ＬＤＫ",75,"2017年","ＲＣ","","","商業","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","入船","八丁堀(東京)",3,26000000,"１Ｋ",25,"1982年","ＳＲＣ","","","商業","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","入船","八丁堀(東京)",3,17000000,"１Ｒ",20,"1982年","ＳＲＣ","","","商業","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","銀座","東銀座",2,55000000,"１Ｒ",35,"2004年","ＳＲＣ","","","商業","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","銀座","東銀座",1,40000000,"１Ｋ",35,"1981年","ＳＲＣ","","","商業","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","銀座","東銀座",3,65000000,"１ＤＫ",30,"2004年","ＲＣ","","","商業","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","銀座","銀座",6,38000000,"１Ｋ",30,"2003年","ＳＲＣ","","","商業","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","銀座","銀座",6,68000000,"１Ｒ",30,"2004年","ＲＣ","","","商業","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","銀座","東銀座",3,180000000,"２ＬＤＫ",55,"2015年","ＲＣ","","","商業","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","銀座","銀座",6,99000000,"１ＬＤＫ",40,"2015年","ＲＣ","","","商業","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","銀座","築地市場",2,33000000,"１Ｒ",25,"2003年","ＳＲＣ","","","商業","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","銀座","新富町(東京)",4,130000000,"１ＬＤＫ",75,"2003年","ＲＣ","","","商業","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","銀座","東銀座",5,90000000,"２ＬＤＫ",85,"2003年","ＲＣ","","","商業","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","銀座","新富町(東京)",2,90000000,"１ＬＤＫ",40,"2007年","ＲＣ","","","商業","","","2025年第2四半期","改装済み",""
"中古マンション等","成約価格情報","13102","東京都","中央区","銀座","銀座一丁目",4,36000000,"１Ｋ",20,"2003年","ＲＣ","","","商業","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","銀座","東銀座",2,53000000,"１Ｋ",30,"2004年","ＳＲＣ","","","商業","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","豊海町","勝どき",10,150000000,"３ＬＤＫ",80,"2026年","ＲＣ","","","準工業","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","豊海町","勝どき",10,120000000,"３ＬＤＫ",60,"2026年","ＲＣ","","","準工業","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","日本橋大伝馬町","小伝馬町",3,80000000,"２ＬＤＫ",55,"2002年","ＳＲＣ","","","商業","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","日本橋大伝馬町","小伝馬町",3,28000000,"１Ｋ",30,"2002年","ＳＲＣ","","","商業","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","日本橋大伝馬町","小伝馬町",5,87000000,"１ＬＤＫ",55,"2018年","ＲＣ","","","商業","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","日本橋富沢町","人形町",3,64000000,"１ＬＤＫ",45,"2009年","ＲＣ","","","商業","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","日本橋富沢町","人形町",3,200000000,"３ＬＤＫ＋Ｓ",75,"2019年","ＲＣ","","","商業","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","日本橋横山町","馬喰町",1,69000000,"１ＬＤＫ",40,"2017年","ＲＣ","","","商業","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","日本橋横山町","馬喰町",1,27000000,"１Ｒ",35,"1981年","ＳＲＣ","","","商業","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","日本橋横山町","馬喰町",1,55000000,"１ＬＤＫ",45,"2017年","ＲＣ","","","商業","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","東日本橋","浜町",3,26000000,"１Ｋ",25,"2004年","ＳＲＣ","","","商業","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","東日本橋","東日本橋",1,92000000,"１ＬＤＫ＋Ｓ",70,"2017年","ＲＣ","","","商業","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","東日本橋","馬喰町",2,24000000,"１Ｋ",25,"2003年","ＲＣ","","","商業","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","東日本橋","東日本橋",4,180000000,"２ＬＤＫ",75,"2017年","ＲＣ","","","商業","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","東日本橋","馬喰横山",2,130000000,"１ＬＤＫ＋Ｓ",75,"2007年","ＲＣ","","","商業","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","東日本橋","東日本橋",3,95000000,"２ＬＤＫ",55,"2011年","ＲＣ","","","商業","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","東日本橋","東日本橋",2,23000000,"１Ｋ",20,"2003年","ＲＣ","","","商業","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","東日本橋","東日本橋",3,69000000,"１ＬＤＫ",45,"2011年","ＲＣ","","","商業","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","東日本橋","東日本橋",1,64000000,"１ＬＤＫ",50,"2005年","ＲＣ","","","商業","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","東日本橋","東日本橋",2,73000000,"１ＬＤＫ",45,"2014年","ＲＣ","","","商業","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","湊","八丁堀(東京)",5,110000000,"１ＬＤＫ",45,"2019年","ＲＣ","","","商業","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","湊","八丁堀(東京)",6,180000000,"２ＬＤＫ",65,"2017年","ＲＣ","","","商業","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","湊","新富町(東京)",4,97000000,"２ＬＤＫ",55,"2005年","ＳＲＣ","","","商業","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","湊","八丁堀(東京)",6,110000000,"２ＬＤＫ",60,"2011年","ＲＣ","","","商業","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","湊","新富町(東京)",4,110000000,"２ＬＤＫ",65,"2005年","ＳＲＣ","","","商業","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","湊","八丁堀(東京)",4,73000000,"１ＬＤＫ",40,"2020年","ＲＣ","","","商業","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","湊","新富町(東京)",5,70000000,"１ＬＤＫ",45,"2011年","ＲＣ","","","商業","","","2025年第2四半期","改装済み",""
"中古マンション等","成約価格情報","13102","東京都","中央区","湊","八丁堀(東京)",5,120000000,"２ＬＤＫ",60,"2019年","ＲＣ","","","商業","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","湊","八丁堀(東京)",5,130000000,"２ＬＤＫ",60,"2019年","ＲＣ","","","商業","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","湊","新富町(東京)",4,36000000,"１Ｋ",35,"1997年","ＲＣ","","","商業","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","湊","八丁堀(東京)",6,430000000,"２ＬＤＫ",120,"2017年","ＳＲＣ","","","商業","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","湊","八丁堀(東京)",6,130000000,"１ＬＤＫ",55,"2017年","ＲＣ","","","商業","","","2025年第2四半期","",""
